X,Y,ID,
-73.899839088874103,40.771559995910351,0
-73.896690734055667,40.771557216077099,1
-73.893542379504126,40.7715543502175,2
-73.890394025227621,40.771551398331574,3
-73.887245671234297,40.771548360419345,4
-73.884097317532266,40.771545236480797,5
-73.880948964129686,40.771542026515981,6
-73.877800611034672,40.771538730524867,7
-73.874652258255381,40.771535348507491,8
-73.871503905799912,40.771531880463861,9
-73.899842688655795,40.769166469386541,10
-73.89669444698896,40.769163689652203,11
-73.893546205589018,40.769160823894566,12
-73.890397964464071,40.769157872113681,13
-73.887249723622261,40.769154834309546,14
-73.884101483071746,40.769151710482163,15
-73.880953242820624,40.769148500631552,16
-73.877805002877054,40.76914520475772,17
-73.874656763249149,40.769141822860682,18
-73.871508523945053,40.769138354940452,19
-73.899846288178722,40.766772942007265,20
-73.896698159655386,40.76677016237182,21
-73.893550031398888,40.766767296716168,22
-73.89040190341737,40.766764345040315,23
-73.887253775718975,40.766761307344268,24
-73.884105648311817,40.766758183628028,25
-73.880957521204039,40.766754973891629,26
-73.877809394403755,40.766751678135059,27
-73.874661267919123,40.766748296358379,28
-73.871513141758257,40.766744828561535,29
-73.89984988744294,40.764379413776652,30
-73.896701872054962,40.764376634240115,31
-73.893553856933792,40.764373768686447,32
-73.890405842087574,40.764370817115605,33
-73.887257827524436,40.764367779527646,34
-73.884109813252508,40.76436465592257,35
-73.88096179927993,40.764361446300384,36
-73.877813785614819,40.764358150661096,37
-73.874665772265331,40.764354769004726,38
-73.871517759239552,40.764351301331281,39
-73.899853486448478,40.761985884698888,40
-73.896705584187714,40.761983105261251,41
-73.893557682193745,40.761980239809525,42
-73.890409780474684,40.761977288343736,43
-73.887261879038675,40.761974250863858,44
-73.884113977893861,40.761971127369918,45
-73.880966077048356,40.761967917861938,46
-73.877818176510289,40.761964622339917,47
-73.874670276287773,40.761961240803885,48
-73.871522376388995,40.761957773253833,49
-73.89985708519535,40.759592354778128,50
-73.896709296053686,40.759589575439406,51
-73.893561507178774,40.75958671008965,52
-73.890413718578756,40.759583758728866,53
-73.887265930261762,40.759580721357082,54
-73.884118142235906,40.759577597974285,55
-73.88097035450933,40.759574388580511,56
-73.877822567090163,40.759571093175765,57
-73.874674779986535,40.759567711760049,58
-73.871526993206587,40.75956424433339,59
-73.899860683683585,40.757198824018552,60
-73.896713007652892,40.757196044778738,61
-73.893565331888908,40.757193179530944,62
-73.890417656399805,40.757190228275178,63
-73.887269981193683,40.757187191011475,64
-73.884122306278655,40.757184067739814,65
-73.880974631662895,40.757180858460259,66
-73.877826957354515,40.757177563172768,67
-73.87467928336163,40.757174181877382,68
-73.871531609692383,40.757170714574102,69
-73.899864281913224,40.754805292424329,70
-73.89671671898536,40.754802513283408,71
-73.89356915632419,40.754799648137563,72
-73.890421593937859,40.754796696986809,73
-73.887274031834465,40.754793659831208,74
-73.884126470022181,40.75479053667069,75
-73.880978908509107,40.754787327505319,76
-73.877831347303356,40.754784032335088,77
-73.874683786413101,40.754780651160019,78
-73.871536225846427,40.754777183980131,79
-73.899867879884297,40.75241175999961,80
-73.896720430051133,40.752408980957583,81
-73.893572980484635,40.752406115913708,82
-73.890425531192946,40.752403164867985,83
-73.887278082184181,40.75240012782043,84
-73.884130633466469,40.752397004771055,85
-73.880983185047953,40.752393795719897,86
-73.877835736936746,40.752390500666927,87
-73.874688289140948,40.752387119612173,88
-73.871540841668747,40.752383652555643,89
-73.899871477596818,40.750018226748601,90
-73.896724140850225,40.75001544780546,91
-73.893576804370284,40.750012582863526,92
-73.890429468165124,40.750009631922829,93
-73.887282132242845,40.75000659498334,94
-73.884134796611605,40.750003472045108,95
-73.880987461279503,40.750000263108141,96
-73.877840126254682,40.749996968172425,97
-73.874692791545257,40.749993587237981,98
-73.871545457159371,40.74999012030483,99
-73.899875075050815,40.747624692675409,100
-73.896727851382678,40.747621913831146,101
-73.893580627981166,40.747619048991176,102
-73.890433404854392,40.747616098155483,103
-73.887286182010484,40.747613061324081,104
-73.884138959457573,40.747609938496993,105
-73.880991737203772,40.747606729674189,106
-73.877844515257223,40.747603434855741,107
-73.874697293626028,40.747600054041612,108
-73.871550072318342,40.747596587231854,109
